Year,Quarter,Nationality,Region,Age,Sex,Applicant type,UASC,Location of claim,Claims
2008,2008 Q1,Refugee,Other,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,At Port,1
2008,2008 Q1,Romania,EU 2,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,1
2008,2008 Q1,Russia,Europe Other,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,At Port,1
2008,2008 Q1,Russia,Europe Other,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,3
2008,2008 Q1,Russia,Europe Other,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,4
2008,2008 Q1,Russia,Europe Other,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,11
2008,2008 Q1,Rwanda,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,1
2008,2008 Q1,Rwanda,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,1
2008,2008 Q1,Rwanda,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,In Country,1
2008,2008 Q1,Saudi Arabia,Middle East,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,1
2008,2008 Q1,Senegal,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,1
2008,2008 Q1,Senegal,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,1
2008,2008 Q1,Senegal,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,3
2008,2008 Q1,Serbia and Montenegro,Europe Other,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,2
2008,2008 Q1,Serbia and Montenegro,Europe Other,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,1
2008,2008 Q1,Serbia and Montenegro,Europe Other,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,In Country,1
2008,2008 Q1,Seychelles,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,1
2008,2008 Q1,Seychelles,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,1
2008,2008 Q1,Sierra Leone,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,1
2008,2008 Q1,Sierra Leone,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,18
2008,2008 Q1,Somalia,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,At Port,3
2008,2008 Q1,Somalia,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,53
2008,2008 Q1,Somalia,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,79
2008,2008 Q1,Somalia,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,301
2008,2008 Q1,Somalia,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,At Port,10
2008,2008 Q1,Somalia,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,In Country,30
2008,2008 Q1,South Africa,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,7
2008,2008 Q1,South Africa,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,5
2008,2008 Q1,South Africa,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,22
2008,2008 Q1,South Korea,Asia East,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,1
2008,2008 Q1,South Korea,Asia East,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,5
2008,2008 Q1,Sri Lanka,Asia South,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,At Port,13
2008,2008 Q1,Sri Lanka,Asia South,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,100
2008,2008 Q1,Sri Lanka,Asia South,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,46
2008,2008 Q1,Sri Lanka,Asia South,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,287
2008,2008 Q1,Sri Lanka,Asia South,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,In Country,21
2008,2008 Q1,St Lucia,America Central and South,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,2
2008,2008 Q1,St Vincent and the Grenadines,America Central and South,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,1
2008,2008 Q1,Stateless,Other,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,2
2008,2008 Q1,Sudan,Africa North,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,3
2008,2008 Q1,Sudan,Africa North,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,2
2008,2008 Q1,Sudan,Africa North,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,45
2008,2008 Q1,Sudan,Africa North,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,In Country,4
2008,2008 Q1,Syria,Middle East,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,At Port,5
2008,2008 Q1,Syria,Middle East,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,1
2008,2008 Q1,Syria,Middle East,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,5
2008,2008 Q1,Syria,Middle East,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,21
2008,2008 Q1,Syria,Middle East,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,In Country,4
2008,2008 Q1,Tajikistan,Asia Central,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,4
2008,2008 Q1,Tanzania,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,8
2008,2008 Q1,Thailand,Asia South East,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,3
2008,2008 Q1,Togo,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,5
2008,2008 Q1,Trinidad and Tobago,America Central and South,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,At Port,4
2008,2008 Q1,Trinidad and Tobago,America Central and South,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,1
2008,2008 Q1,Trinidad and Tobago,America Central and South,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,1
2008,2008 Q1,Trinidad and Tobago,America Central and South,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,2
2008,2008 Q1,Tunisia,Africa North,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,1
2008,2008 Q1,Turkey,Europe Other,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,9
2008,2008 Q1,Turkey,Europe Other,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,8
2008,2008 Q1,Turkey,Europe Other,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,49
2008,2008 Q1,Turkey,Europe Other,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,In Country,12
2008,2008 Q1,Turkmenistan,Asia Central,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,1
2008,2008 Q1,Turkmenistan,Asia Central,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,1
2008,2008 Q1,Tuvalu,Oceania,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,1
2008,2008 Q1,Uganda,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,5
2008,2008 Q1,Uganda,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,1
2008,2008 Q1,Uganda,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,31
2008,2008 Q1,Ukraine,Europe Other,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,4
2008,2008 Q1,Ukraine,Europe Other,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,7
2008,2008 Q1,United States,America North,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,At Port,3
2008,2008 Q1,United States,America North,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,1
2008,2008 Q1,Uzbekistan,Asia Central,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,4
2008,2008 Q1,Uzbekistan,Asia Central,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,4
2008,2008 Q1,Vietnam,Asia South East,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,1
2008,2008 Q1,Vietnam,Asia South East,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,1
2008,2008 Q1,Vietnam,Asia South East,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,35
2008,2008 Q1,Vietnam,Asia South East,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,In Country,11
2008,2008 Q1,Western Sahara,Africa North,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,3
2008,2008 Q1,Yemen,Middle East,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,11
2008,2008 Q1,Yemen,Middle East,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,7
2008,2008 Q1,Yemen,Middle East,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,In Country,1
2008,2008 Q1,Zambia,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,2
2008,2008 Q1,Zambia,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,In Country,1
2008,2008 Q1,Zimbabwe,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,At Port,12
2008,2008 Q1,Zimbabwe,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,289
2008,2008 Q1,Zimbabwe,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,71
2008,2008 Q1,Zimbabwe,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,557
2008,2008 Q1,Zimbabwe,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,At Port,6
2008,2008 Q1,Zimbabwe,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,In Country,6
2008,2008 Q2,Afghanistan,Asia Central,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,At Port,10
2008,2008 Q2,Afghanistan,Asia Central,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,59
2008,2008 Q2,Afghanistan,Asia Central,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,21
2008,2008 Q2,Afghanistan,Asia Central,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,322
2008,2008 Q2,Afghanistan,Asia Central,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,At Port,19
2008,2008 Q2,Afghanistan,Asia Central,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,In Country,333
2008,2008 Q2,Albania,Europe Other,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,2
2008,2008 Q2,Albania,Europe Other,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,2
2008,2008 Q2,Albania,Europe Other,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,16
2008,2008 Q2,Albania,Europe Other,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,In Country,16
2008,2008 Q2,Algeria,Africa North,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,At Port,3
2008,2008 Q2,Algeria,Africa North,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,10
2008,2008 Q2,Algeria,Africa North,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,14
2008,2008 Q2,Algeria,Africa North,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,60
2008,2008 Q2,Algeria,Africa North,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,At Port,1
2008,2008 Q2,Algeria,Africa North,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,In Country,6
2008,2008 Q2,Angola,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,7
2008,2008 Q2,Angola,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,1
2008,2008 Q2,Angola,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,21
2008,2008 Q2,Angola,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,At Port,1
2008,2008 Q2,Angola,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,In Country,4
2008,2008 Q2,Argentina,America Central and South,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,1
2008,2008 Q2,Armenia,Europe Other,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,4
2008,2008 Q2,Australia,Oceania,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,1
2008,2008 Q2,Azerbaijan,Europe Other,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,1
2008,2008 Q2,Bangladesh,Asia South,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,15
2008,2008 Q2,Bangladesh,Asia South,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,1
2008,2008 Q2,Bangladesh,Asia South,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,95
2008,2008 Q2,Bangladesh,Asia South,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,In Country,22
2008,2008 Q2,Barbados,America Central and South,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,2
2008,2008 Q2,Belarus,Europe Other,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,6
2008,2008 Q2,Belarus,Europe Other,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,15
2008,2008 Q2,Benin,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,1
2008,2008 Q2,Bhutan,Asia South,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,1
2008,2008 Q2,Bhutan,Asia South,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,8
2008,2008 Q2,Bolivia,America Central and South,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,2
2008,2008 Q2,Bolivia,America Central and South,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,3
2008,2008 Q2,Botswana,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,1
2008,2008 Q2,Brazil,America Central and South,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,1
2008,2008 Q2,Brazil,America Central and South,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,1
2008,2008 Q2,Brazil,America Central and South,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,5
2008,2008 Q2,British overseas citizens,Other,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,1
2008,2008 Q2,British overseas citizens,Other,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,1
2008,2008 Q2,Burkina Faso,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,1
2008,2008 Q2,Burundi,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,4
2008,2008 Q2,Burundi,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,In Country,1
2008,2008 Q2,Cameroon,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,1
2008,2008 Q2,Cameroon,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,33
2008,2008 Q2,Canada,America North,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,1
2008,2008 Q2,Chad,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,2
2008,2008 Q2,China,Asia East,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,70
2008,2008 Q2,China,Asia East,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,51
2008,2008 Q2,China,Asia East,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,281
2008,2008 Q2,China,Asia East,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,At Port,24
2008,2008 Q2,China,Asia East,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,In Country,17
2008,2008 Q2,Colombia,America Central and South,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,2
2008,2008 Q2,Colombia,America Central and South,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,2
2008,2008 Q2,Colombia,America Central and South,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,5
2008,2008 Q2,Colombia,America Central and South,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,At Port,1
2008,2008 Q2,Congo,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,2
2008,2008 Q2,Congo,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,6
2008,2008 Q2,Congo,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,In Country,1
2008,2008 Q2,Congo (Democratic Republic),Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,At Port,4
2008,2008 Q2,Congo (Democratic Republic),Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,15
2008,2008 Q2,Congo (Democratic Republic),Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,19
2008,2008 Q2,Congo (Democratic Republic),Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,61
2008,2008 Q2,Congo (Democratic Republic),Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,At Port,1
2008,2008 Q2,Congo (Democratic Republic),Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,In Country,6
2008,2008 Q2,Czechia,EU 8,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,1
2008,2008 Q2,Dominican Republic,America Central and South,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,1
2008,2008 Q2,Ecuador,America Central and South,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,1
2008,2008 Q2,Ecuador,America Central and South,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,1
2008,2008 Q2,Egypt,Africa North,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,4
2008,2008 Q2,Egypt,Africa North,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,2
2008,2008 Q2,Egypt,Africa North,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,9
2008,2008 Q2,Egypt,Africa North,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,In Country,2
2008,2008 Q2,Eritrea,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,At Port,5
2008,2008 Q2,Eritrea,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,11
2008,2008 Q2,Eritrea,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,30
2008,2008 Q2,Eritrea,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,395
2008,2008 Q2,Eritrea,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,At Port,9
2008,2008 Q2,Eritrea,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,In Country,62
2008,2008 Q2,Eswatini,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,1
2008,2008 Q2,Eswatini,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,3
2008,2008 Q2,Ethiopia,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,1
2008,2008 Q2,Ethiopia,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,1
2008,2008 Q2,Ethiopia,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,13
2008,2008 Q2,Ethiopia,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,UASC,At Port,2
2008,2008 Q2,Fiji,Oceania,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,1
2008,2008 Q2,France,EU 14,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,1
2008,2008 Q2,France,EU 14,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,1
2008,2008 Q2,"Gambia, The",Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,24
2008,2008 Q2,"Gambia, The",Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,3
2008,2008 Q2,"Gambia, The",Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,29
2008,2008 Q2,Georgia,Europe Other,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,12
2008,2008 Q2,Ghana,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,2
2008,2008 Q2,Ghana,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,2
2008,2008 Q2,Ghana,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,33
2008,2008 Q2,Guinea,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Dependant,Non-UASC,In Country,3
2008,2008 Q2,Guinea,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,At Port,1
2008,2008 Q2,Guinea,Africa Sub-Saharan,Total (pre-2009),Total (pre-2009),Main Applicant,Non-UASC,In Country,14
